time_s,servo_angle,ball_position
6.81,-2.09845117868663,244.738471170825
6.82,-2.0984714796365,244.675449012011
6.83,-2.09849178058637,244.61104565793
6.84,-2.09851208153624,244.547919142373
6.85,-4.45313429361698,244.487917526443
6.86,-4.45318550186434,244.432630254241
6.87,-4.45323671011169,244.383998225333
6.88,-4.45328791835905,244.344215925039
6.89,-4.4533391266064,244.31501559929
6.9,-3.02012181445285,244.297539031196
6.91,-3.02019206054973,244.292369072659
6.92,-3.02026230664661,244.299315849595
6.93,-3.02033255274349,244.317660225794
6.94,-3.02040279884037,244.346717586507
6.95,0.989551618379422,244.386007829213
6.96,0.989490219162344,244.434739950546
6.97,0.989428819945265,244.490901820979
6.98,0.989367420728186,244.551529431538
6.99,0.989306021511108,244.614103999695
7,4.1722313445088,244.676899269638
7.01,4.17219903443577,244.738413848885
7.02,4.17216672436273,244.796534296872
7.03,4.17213441428969,244.848584315101
7.04,4.17210210421666,244.892396274672
7.05,3.89374475246176,244.926514738339
7.06,3.89373740393559,244.949947936324
7.07,3.89373005540943,244.962129741635
7.08,3.89372270688326,244.962789305088
7.09,3.89371535835709,244.951792694459
7.1,0.437915883023405,244.929068977484
7.11,0.437908789921153,244.894958782148
7.12,0.437901696818901,244.850918603871
7.13,0.43789460371665,244.799279132707
7.14,0.437887510614398,244.742118687325
7.15,-3.36962839661795,244.680927565241
7.16,-3.36966030386142,244.617239583792
7.17,-3.3696922111049,244.553479571627
7.18,-3.36972411834838,244.492717191738
7.19,-3.36975602559185,244.437486029142
7.2,-4.32541864282466,244.389505823045
7.21,-4.32547969224235,244.350082115958
7.22,-4.32554074166005,244.320438866436
7.23,-4.32560179107774,244.301760051458
7.24,-4.32566284049544,244.294936468748
7.25,-1.5979926588739,244.300547062537
7.26,-1.59806260416765,244.318632229937
7.27,-1.5981325494614,244.348147623445
7.28,-1.59820249475514,244.387271861379
7.29,-1.59827244004889,244.434405919636
7.3,2.50311743051665,244.488444244692
7.31,2.50306627494112,244.548194630083
7.32,2.50301511936559,244.611396686453
7.33,2.50296396379006,244.674903053425
7.34,2.50291280821453,244.73608527247
7.35,4.50392142874196,244.793156108262
7.36,4.50390074435279,244.844679500172
7.37,4.50388005996362,244.888995196192
7.38,4.50385937557444,244.92419721693
7.39,4.50383869118527,244.948778827164
7.4,2.80022979458638,244.961733600221
7.41,2.8002259679464,244.962530515364
7.42,2.80022214130642,244.951410787811
7.43,2.80021831466644,244.929206443789
7.44,2.80021448802647,244.896722925564
7.45,-1.18906694106639,244.85454986897
7.46,-1.18908148607949,244.803583078793
7.47,-1.18909603109259,244.745861042101
7.48,-1.1891105761057,244.684297579532
7.49,-1.1891251211188,244.621418326275
7.5,-4.18088829897173,244.559002443288
7.51,-4.1809323987274,244.498679789142
7.52,-4.18097649848307,244.44265152109
7.53,-4.18102059823874,244.393525437862
7.54,-4.18106469799441,244.353394121434
7.55,-3.62081070436421,244.323649425777
7.56,-3.62087833942163,244.305162170952
7.57,-3.62094597447906,244.298276795878
7.58,-3.62101360953648,244.302988055939
7.59,-3.6210812445939,244.319204588742
7.6,0.026420782043678,244.346848597918
7.61,0.0263554669034699,244.385424307055
7.62,0.0262901517632617,244.433217191735
7.63,0.0262248366230536,244.487595148814
7.64,0.0261595214828454,244.546299378774
7.65,3.66740450538893,244.607776144565
7.66,3.66736528300338,244.670593795691
7.67,3.66732606061784,244.732520468313
7.68,3.6672868382323,244.790618144868
7.69,3.66724761584675,244.842479167884
7.7,4.250523120948,244.886480116968
7.71,4.25051176895969,244.921429061754
7.72,4.25050041697139,244.946324471708
7.73,4.25048906498309,244.960263294547
7.74,4.25047771299479,244.962579107174
7.75,1.35719960829537,244.952834647293
7.76,1.3571948917601,244.931037649747
7.77,1.35719017522483,244.898215014369
7.78,1.35718545868956,244.856192730448
7.79,1.35718074215429,244.806626217654
7.8,-2.64408307339321,244.750709931868
7.81,-2.64410800240002,244.68978870481
7.82,-2.64413293140683,244.626224153089
7.83,-2.64415786041365,244.56312908734
7.84,-2.64418278942046,244.503118959643
7.85,-4.4157491781674,244.447993650572
7.86,-4.41580437880234,244.399228582565
7.87,-4.41585957943729,244.358471686536
7.88,-4.41591478007223,244.327503268682
7.89,-4.41596998070717,244.307709527098
7.9,-2.42750293167438,244.299999855278
7.91,-2.42757293168885,244.304728388987
7.92,-2.42764293170332,244.321338388742
7.93,-2.4277129317178,244.348637016887
7.94,-2.42778293173227,244.385547138574
7.95,1.64013715094348,244.431320707158
7.96,1.6400802830142,244.484992139284
7.97,1.64002341508491,244.544433716109
7.98,1.63996654715563,244.606588882429
7.99,1.63990967922634,244.668879262934
8,4.33434625156564,244.729543428644
8.01,4.33431920590851,244.787099894541
8.02,4.33429216025137,244.839616572164
8.03,4.33426511459423,244.884730865833
8.04,4.3342380689371,244.920546402862
8.05,3.44608269410881,244.945792755725
8.06,3.44607727338439,244.959668637427
8.07,3.44607185265996,244.961948811452
8.08,3.44606643193553,244.952831578425
8.09,3.4460610112111,244.932579796287
8.1,-0.256216194881208,244.901399255315
8.11,-0.256226054955676,244.859865553074
8.12,-0.256235915030145,244.809689303064
8.13,-0.256245775104614,244.753463939845
8.14,-0.256255635179082,244.693474460569
8.15,-3.7395337517224,244.631348119643
8.16,-3.73957061691044,244.568674454753
8.17,-3.73960748209847,244.507803371348
8.18,-3.73964434728651,244.451629654078
8.19,-3.73968121247455,244.402513670459
8.2,-4.05244051819115,244.3620429657
8.21,-4.05250431389458,244.331342962513
8.22,-4.05256810959801,244.311269274276
8.23,-4.05263190530144,244.302508183018
8.24,-4.05269570100487,244.30554065053
8.25,-0.911312767505409,244.320672871884
8.26,-0.91138070021822,244.347716226461
8.27,-0.911448632931032,244.385327311889
8.28,-0.911516565643844,244.431318900142
8.29,-0.911584498356655,244.483792621626
8.3,3.02317049104004,244.541438767193
8.31,3.02312463491676,244.602952769108
8.32,3.02307877879347,244.666071241272
8.33,3.02303292267019,244.727714857521
8.34,3.02298706654691,244.785332295397
8.35,4.42771469482344,244.837195084214
8.36,4.42769841433187,244.881961645624
8.37,4.42768213384029,244.918242526608
8.38,4.42766585334871,244.944549283987
8.39,4.42764957285713,244.959724834352
8.4,2.19925997619071,244.962998710669
8.41,2.19925627606178,244.954064560604
8.42,2.19925257593285,244.933500338577
8.43,2.19924887580391,244.902570710512
8.44,2.19924517567498,244.862451280131
8.45,-1.82686354372041,244.813995141663
8.46,-1.82688214420624,244.75829912969
8.47,-1.82690074469208,244.697558808358
8.48,-1.82691934517791,244.634799161641
8.49,-1.82693794566374,244.572607759689
8.5,-4.31922909661425,244.512789712943
8.51,-4.31927781764295,244.456924714777
8.52,-4.31932653867166,244.406998761687
8.53,-4.31937525970036,244.365289768387
8.54,-4.31942398072907,244.333604870047
8.55,-3.13729593629242,244.313138447376
8.56,-3.13736462244769,244.304543214292
8.57,-3.13743330860295,244.307774786393
8.58,-3.13750199475821,244.322314514139
8.59,-3.13757068091347,244.347645916594
8.6,0.725507065377163,244.383403494382
8.61,0.725445405726601,244.428884271649
8.62,0.72538374607604,244.482177547963
8.63,0.725322086425478,244.540441290798
8.64,0.725260426774916,244.60125484863
8.65,3.99071200268531,244.662957697913
8.66,3.9906782984551,244.724083080156
8.67,3.99064459422489,244.78250862535
8.68,3.99061088999468,244.835518262097
