time_s,ball_grey,servo_grey,ball_black,servo_black,Kp,Ki,Kd
0.54,198.538128259749,29.5763347314512,195.379724335284,31.7483050387594,-1,0,-0.4
0.55,200.331621409273,27.0713473902173,197.319302730647,29.9024385451872,-1,0,-0.4
0.56,202.020094978306,24.5590377396395,199.167598018724,28.099409541775,-1,0,-0.4
0.57,203.60666110841,22.0693063125685,200.928733021057,26.3741331143809,-1,0,-0.4
0.58,205.095048813661,19.6305570237029,202.607365404727,24.7526607515516,-1,0,-0.4
0.59,206.48954684281,17.2694680087732,204.208405533178,23.2500106712213,-1,0,-0.4
0.6,207.794940266426,15.0106772110375,205.736771725954,21.8714194369776,-1,0,-0.4
0.61,209.016439836467,12.8764226381171,207.19722845005,20.6154974138732,-1,0,-0.4
0.62,210.159604170891,10.8861775478776,208.594297972079,19.4770788532677,-1,0,-0.4
0.63,211.230255717875,9.05631759719969,209.932217853264,18.4490131006608,-1,0,-0.4
0.64,212.234392190426,7.39985109247647,211.21492434245,17.5231839098697,-1,0,-0.4
0.65,213.178095691784,5.92623574611027,212.446051039801,16.6911189338332,-1,0,-0.4
0.66,214.067442055077,4.6412965867999,213.62893713547,15.9443809622355,-1,0,-0.4
0.67,214.908412997843,3.54725070849727,214.766641662625,15.274822748857,-1,0,-0.4
0.68,215.706813562661,2.64283615538122,215.86196123373,14.6747440779174,-1,0,-0.4
0.69,216.468197015045,1.92353511038073,216.917449397423,14.136975945153,-1,0,-0.4
0.7,217.197798946149,1.38187619032567,217.935436288308,13.6549119237129,-1,0,-0.4
0.71,217.900481833423,1.00779732437045,218.918047687059,13.2225036370849,-1,0,-0.4
0.72,218.580690798869,0.789049416695441,219.867222963541,12.8342340227982,-1,0,-0.4
0.73,219.242420817001,0.711621542284242,220.784731641895,12.4850787760748,-1,0,-0.4
0.74,219.88919519676,0.760170387150886,221.672188513149,12.1704633633062,-1,0,-0.4
0.75,220.524054814294,0.918439515646448,222.531067342543,11.8862205183228,-1,0,-0.4
0.76,221.149557314276,1.16965731355933,223.362713291018,11.6285512300115,-1,0,-0.4
0.77,221.76778532296,1.49690567031968,224.168354206756,11.3939908362493,-1,0,-0.4
0.78,222.380362615084,1.8834543000385,224.949110954167,11.1793808506208,-1,0,-0.4
0.79,222.988477133545,2.31305787198196,225.706006942131,10.9818464606811,-1,0,-0.4
0.8,223.592909758886,2.77021477253499,226.439976996376,10.798779166187,-1,0,-0.4
0.81,224.194067750253,3.24038740494098,227.151875696823,10.627823714683,-1,0,-0.4
0.82,224.792021819061,3.71018457137945,227.842485272604,10.4668683038772,-1,0,-0.4
0.83,225.386545843594,4.16750682488766,228.512523118006,10.3140369340907,-1,0,-0.4
0.84,225.977158283339,4.60165587313442,229.162648963831,10.1676827968324,-1,0,-0.4
0.85,226.563164405222,5.00340928056972,229.793471712689,10.0263816669714,-1,0,-0.4
0.86,227.14369849113,5.36506192745496,230.405555924932,9.88892441468145,-1,0,-0.4
0.87,227.717765259078,5.68043597699308,230.999427925656,9.7543079546124,-1,0,-0.4
0.88,228.28427980082,5.94486147047972,231.575581492971,9.62172418554452,-1,0,-0.4
0.89,228.842105417444,6.1551300823957,232.134483083956,9.49054672338765,-1,0,-0.4
0.9,229.390088821297,6.30942497542285,232.676576556854,9.36031547277268,-1,0,-0.4
0.91,229.927092265903,6.40723005014395,233.20228735542,9.23071929804727,-1,0,-0.4
0.92,230.452022262926,6.44922214383565,233.712026132794,9.10157722776314,-1,0,-0.4
0.93,230.963854643594,6.43714987032565,234.206191806317,8.97281874723076,-1,0,-0.4
0.94,231.461655818085,6.37370279773192,234.685174050002,8.84446379740477,-1,0,-0.4
0.95,231.944600177139,6.26237453928688,235.149355246505,8.71660310662066,-1,0,-0.4
0.96,232.411983663139,6.10732310313147,235.599111934186,8.58937944144144,-1,0,-0.4
0.97,232.86323361128,5.9132315369544,236.034815796376,8.4629702839692,-1,0,-0.4
0.98,233.29791502425,5.68517154302974,236.456834248607,8.33757233782215,-1,0,-0.4
0.99,233.715733495782,5.42847235706195,236.86553068512,8.21338814564645,-1,0,-0.4
1,234.116535039897,5.14859680449389,237.261264448387,8.09061497907037,-1,0,-0.4
1.01,234.500303114236,4.85102608779358,237.644390584929,7.96943604661188,-1,0,-0.4
1.02,234.867153148715,4.54115452788643,238.015259447815,7.85001396326767,-1,0,-0.4
1.03,235.217324905724,4.22419518610186,238.374216201319,7.73248634148867,-1,0,-0.4
1.04,235.55117300628,3.90509702848307,238.721600276878,7.61696329921422,-1,0,-0.4
1.05,235.869155958748,3.58847405746817,239.057744822236,7.50352663654521,-1,0,-0.4
1.06,236.171824023686,3.27854662120867,239.382976177967,7.39223040722199,-1,0,-0.4
1.07,236.459806240486,2.97909491251843,239.697613407825,7.28310260213421,-1,0,-0.4
1.08,236.733796929339,2.69342448344042,240.001967901948,7.1761476668667,-1,0,-0.4
1.09,236.994541965837,2.42434342575966,240.296343065094,7.07134959093661,-1,0,-0.4
1.1,237.242825105746,2.17415070210981,240.58103409595,6.96867533018666,-1,0,-0.4
1.11,237.479454614354,1.94463495865511,240.856327858319,6.86807835308521,-1,0,-0.4
1.12,237.705250428919,1.73708301154564,241.122502840662,6.76950213438137,-1,0,-0.4
1.13,237.921032054533,1.55229707907119,241.379829197076,6.67288345365613,-1,0,-0.4
1.14,238.127607363772,1.39061973334403,241.628568860323,6.5781553902054,-1,0,-0.4
1.15,238.325762439585,1.2519654721164,241.868975715881,6.48524993817019,-1,0,-0.4
1.16,238.516252569473,1.13585776499783,242.101295825146,6.39410019575646,-1,0,-0.4
1.17,238.699794468008,1.04147040940256,242.325767685731,6.30464210913663,-1,0,-0.4
1.18,238.877059774623,0.967672039201142,242.542622517165,6.2168157745101,-1,0,-0.4
1.19,239.048669845037,0.913072661623795,242.752084561151,6.13056632061312,-1,0,-0.4
